"displayName","rating","userRatingCount","primaryType","placeUri","address","latitude","longitude","weekdayDescriptions","nextCloseTime","neighborhood","nextCloseHour","trueCoffee"
"Blushing","4.1","3031","restaurant","https://maps.google.com/?cid=4293157056159815111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Paulus Potterstraat 30A, 1071 DA Amsterdam, Netherlands","52.3588108","4.8803583999999995","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Pipes & Beans","4.7","478","coffee_shop","https://maps.google.com/?cid=14357824889789475375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Rietwijkerstraat 35, 1059 VW Amsterdam, Netherlands","52.3491997","4.8490893999999996","Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Coffeeshop IBIZA","4.3","2453","store","https://maps.google.com/?cid=325745987530761291&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hemonystraat 16, 1074 BP Amsterdam, Netherlands","52.357444799999996","4.9020715","Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 1:00 AM
Saturday: 10:00 AM - 1:00 AM
Sunday: 10:00 AM - 1:00 AM","2025-10-21T23:00:00Z","Amsterdam Zuid","1.0","0"
"Esthétique cafe","4.7","324","coffee_shop","https://maps.google.com/?cid=3058297447100620463&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Cornelis Krusemanstraat 55, 1075 NG Amsterdam, Netherlands","52.350439099999996","4.8602669999999994","Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"SHOT Lifestyle & Coffee","4.4","75","coffee_shop","https://maps.google.com/?cid=17862109917401648726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Marathonweg 15H, 1076 SX Amsterdam, Netherlands","52.348410400000006","4.8614565","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Cafecito","4.3","516","coffee_shop","https://maps.google.com/?cid=17227965688056932035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Baerlestraat 83, 1071 AS Amsterdam, Netherlands","52.3542065","4.8816198","Monday: 7:00 AM - 9:00 PM
Tuesday: 7:00 AM - 9:00 PM
Wednesday: 7:00 AM - 9:00 PM
Thursday: 7:00 AM - 9:00 PM
Friday: 7:00 AM - 10:00 PM
Saturday: 8:00 AM - 10:00 PM
Sunday: 8:00 AM - 9:00 PM","2025-10-21T19:00:00Z","Amsterdam Zuid","21.0","1"
"Locals Coffee & Brunch","4.3","2096","restaurant","https://maps.google.com/?cid=14176431437259553053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Jacob van Campenstraat 27-H, 1072 BC Amsterdam, Netherlands","52.357547399999994","4.8891126","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","","Amsterdam Zuid","","1"
"coffeecompany","4.3","403","coffee_shop","https://maps.google.com/?cid=11439044422118910849&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Scheldestraat 37, 1078 GE Amsterdam, Netherlands","52.3465184","4.8912844","Monday: 7:30 AM - 5:30 PM
Tuesday: 7:30 AM - 5:30 PM
Wednesday: 7:30 AM - 5:30 PM
Thursday: 7:30 AM - 5:30 PM
Friday: 7:30 AM - 5:30 PM
Saturday: 8:30 AM - 5:30 PM
Sunday: 8:30 AM - 5:30 PM","2025-10-21T15:30:00Z","Amsterdam Zuid","17.0","1"
"Scandinavian Embassy.","4.4","1738","cafe","https://maps.google.com/?cid=8489887193750794617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Sarphatipark 34, 1072 PB Amsterdam, Netherlands","52.353456099999995","4.8942191","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Noosh.","4.7","241","coffee_shop","https://maps.google.com/?cid=14932707205690967132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste van der Helststraat 35, 1073 AC Amsterdam, Netherlands","52.3556295","4.8931947","Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"CoffeeConcepts","4.2","575","coffee_shop","https://maps.google.com/?cid=11855240687133872953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Jacob Obrechtstraat 5, 1071 KC Amsterdam, Netherlands","52.3577782","4.874293199999999","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM","","Amsterdam Zuid","","1"
"LOCALS SPECIALTY COFFEE TO GO","4.4","279","cafe","https://maps.google.com/?cid=539555943290799912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Ferdinand Bolstraat 21-B, 1072 LB Amsterdam, Netherlands","52.3561044","4.890694","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","","Amsterdam Zuid","","1"
"Bakers & Roasters","4.6","4600","brunch_restaurant","https://maps.google.com/?cid=5827353309701980066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Jacob van Campenstraat 54, 1072 BH Amsterdam, Netherlands","52.357288999999994","4.8898554","Monday: 8:30 AM - 3:00 PM
Tuesday: 8:30 AM - 3:00 PM
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM","","Amsterdam Zuid","","1"
"MOKAFE","4.9","1136","brunch_restaurant","https://maps.google.com/?cid=10772444699669816637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Trompenburgstraat 103, 1079 TS Amsterdam, Netherlands","52.344143300000006","4.9085551","Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM","","Amsterdam Zuid","","1"
"Anne&Max Amsterdam Zuid","4.3","813","coffee_shop","https://maps.google.com/?cid=5239846210192179339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Amstelveenseweg 196, 1075 XS Amsterdam, Netherlands","52.3518944","4.8561119999999995","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Clapham Specialty Coffee","4.7","282","coffee_shop","https://maps.google.com/?cid=8044940400056397335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Willemsparkweg 152H, 1071 HS Amsterdam, Netherlands","52.3562255","4.8710219","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM","","Amsterdam Zuid","","1"
"Badeta Coffee Van Wou/ Albert Cuyp","4.8","129","coffee_shop","https://maps.google.com/?cid=15828564107909117079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Woustraat 14, 1073 LL Amsterdam, Netherlands","52.3569733","4.8994519","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 7:30 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Wakuli specialty coffee retail bar","4.4","56","food_store","https://maps.google.com/?cid=9203543768286197276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Woustraat 54, 1073 LN Amsterdam, Netherlands","52.3559573","4.9001328","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Harmani Coffee & Brunch","4.9","1241","brunch_restaurant","https://maps.google.com/?cid=6753222608643629201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Frans Halsstraat 89, 1072 BP Amsterdam, Netherlands","52.354886799999996","4.888565","Monday: 8:30 AM - 4:30 PM
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T14:30:00Z","Amsterdam Zuid","16.0","1"
"coffeecompany","4.2","302","coffee_shop","https://maps.google.com/?cid=17411598876437080620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Beethovenstraat 84, 1077 JN Amsterdam, Netherlands","52.347302","4.8766543","Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Reload Coffee","4.9","120","coffee_shop","https://maps.google.com/?cid=13468790018180717869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Saenredamstraat 26h, 1072 CH Amsterdam, Netherlands","52.3556369","4.8887303","Monday: Closed
Tuesday: Closed
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 8:30 AM - 4:30 PM
Sunday: 10:30 AM - 4:30 PM","","Amsterdam Zuid","","1"
"Kaldi Coffee & Tea Van Woustraat","4.7","147","food_store","https://maps.google.com/?cid=7479113142366192678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Woustraat 9HS, 1074 AA Amsterdam, Netherlands","52.357311900000006","4.8996717","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 3:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Cobra Café","3.8","1363","cafe","https://maps.google.com/?cid=10366312426699962692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hobbemastraat 18, 1071 ZB Amsterdam, Netherlands","52.358910099999996","4.8843635999999995","Monday: 10:30 AM - 7:00 PM
Tuesday: 10:30 AM - 7:00 PM
Wednesday: 10:30 AM - 7:00 PM
Thursday: 10:30 AM - 7:00 PM
Friday: 10:30 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: 11:00 AM - 7:00 PM","2025-10-21T17:00:00Z","Amsterdam Zuid","19.0","1"
"Woof & Me","4.6","388","food_store","https://maps.google.com/?cid=7400532719045024471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Verbindingstraat 3H, 1073 TJ Amsterdam, Netherlands","52.353155099999995","4.8990347000000005","Monday: Closed
Tuesday: Closed
Wednesday: 11:00 AM - 5:00 PM
Thursday: 11:00 AM - 5:00 PM
Friday: 11:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM","","Amsterdam Zuid","","1"
"gratitude espresso","4.8","86","coffee_shop","https://maps.google.com/?cid=16662512341643823429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Maasstraat 89, 1078 HG Amsterdam, Netherlands","52.3441743","4.895774200000001","Monday: Closed
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: 8:00 AM - 3:00 PM
Sunday: Closed","","Amsterdam Zuid","","1"
"M/PORTIER speciality coffee bar & deli","4.9","23","coffee_shop","https://maps.google.com/?cid=11072219603895941735&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Parnassusweg 126, 1076 AT Amsterdam, Netherlands","52.3430075","4.867790299999999","Monday: 9:30 AM - 2:45 PM
Tuesday: 9:30 AM - 4:00 PM
Wednesday: 9:30 AM - 3:30 PM
Thursday: 9:30 AM - 3:00 PM
Friday: 9:30 AM - 4:00 PM
Saturday: Closed
Sunday: Closed","","Amsterdam Zuid","","1"
"STACH Beethovenstraat","5.0","1","coffee_shop","https://maps.google.com/?cid=13900047406084016717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Strawinskylaan 163, 1077 WZ Amsterdam, Netherlands","52.3406823","4.8738665999999995","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: Closed
Sunday: Closed","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Dickys Grand Café","3.9","489","cafe","https://maps.google.com/?cid=12422499458157144451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Gustav Mahlerplein 110, 1082 MA Amsterdam, Netherlands","52.336875299999996","4.8730272999999995","Monday: 9:00 AM - 11:00 PM
Tuesday: 9:00 AM - 11:00 PM
Wednesday: 9:00 AM - 11:00 PM
Thursday: 9:00 AM - 11:00 PM
Friday: 9:00 AM - 11:00 PM
Saturday: Closed
Sunday: Closed","2025-10-21T21:00:00Z","Amsterdam Zuid","23.0","1"
"Doppio Espresso Amsterdam VU","4.5","189","coffee_shop","https://maps.google.com/?cid=4604453209821164035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Doppio Espresso, De Boelelaan 1105, 1081 HV Amsterdam, Netherlands","52.3339764","4.8659922","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: Closed
Sunday: Closed","","Amsterdam Zuid","","1"
"Cafecito","4.0","95","coffee_shop","https://maps.google.com/?cid=14389839960664971278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Beethovenstraat 19, 1077 HM Amsterdam, Netherlands","52.3492805","4.8778543999999995","Monday: 7:30 AM - 7:00 PM
Tuesday: 7:30 AM - 7:00 PM
Wednesday: 7:30 AM - 7:00 PM
Thursday: 7:30 AM - 7:00 PM
Friday: 7:30 AM - 8:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 8:00 PM","2025-10-21T17:00:00Z","Amsterdam Zuid","19.0","1"
"Coffee Company","4.1","618","coffee_shop","https://maps.google.com/?cid=15471395599617998917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Ferdinand Bolstraat 38, 1072 LK Amsterdam, Netherlands","52.356311299999994","4.8904122","Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 7:00 PM
Sunday: 8:30 AM - 7:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"Brandmeesters Amsterdam","4.5","341","coffee_shop","https://maps.google.com/?cid=1782459620745118266&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Maasstraat 84, 1078 HM Amsterdam, Netherlands","52.3447074","4.8948719","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Liev Coffee & Pastry","4.6","352","coffee_shop","https://maps.google.com/?cid=2322347332592894385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Dusartstraat 22, 1072 HS Amsterdam, Netherlands","52.352177","4.889130199999999","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM","2025-10-21T15:00:00Z","Amsterdam Zuid","17.0","1"
"Galerie CoffeeShop YoYo","4.8","288","coffee_shop","https://maps.google.com/?cid=18121496306075908610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Tweede Jan van der Heijdenstraat 79, 1074 XS Amsterdam, Netherlands","52.3563656","4.9031321","Monday: 12:00 - 7:00 PM
Tuesday: 12:00 - 7:00 PM
Wednesday: 12:00 - 7:00 PM
Thursday: 12:00 - 7:00 PM
Friday: 12:00 - 7:00 PM
Saturday: 12:00 - 7:00 PM
Sunday: 12:00 - 7:00 PM","2025-10-21T17:00:00Z","Amsterdam Zuid","19.0","1"
"The Coffeebrand","4.2","223","restaurant","https://maps.google.com/?cid=5996533700887088804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Hoofddorpplein 16, 1058 PD Amsterdam, Netherlands","52.351744800000006","4.8499839","Monday: 8:30 AM - 6:00 PM
Tuesday: 8:30 AM - 6:00 PM
Wednesday: 8:30 AM - 6:00 PM
Thursday: 8:30 AM - 6:00 PM
Friday: 8:30 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"GoodNews Coffee Helststraat","4.1","34","coffee_shop","https://maps.google.com/?cid=11734691930960539808&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste van der Helststraat 82h, 1072 NZ Amsterdam, Netherlands","52.354566","4.893432","Monday: 8:00 AM - 6:30 PM
Tuesday: 8:00 AM - 6:30 PM
Wednesday: 8:00 AM - 6:30 PM
Thursday: 8:00 AM - 6:30 PM
Friday: 8:00 AM - 6:30 PM
Saturday: 9:00 AM - 6:30 PM
Sunday: 9:00 AM - 6:30 PM","2025-10-21T16:30:00Z","Amsterdam Zuid","18.0","1"
"Café Jansen Schinkel","4.5","145","coffee_shop","https://maps.google.com/?cid=9253934264954475672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Valschermkade 19, 1059 CD Amsterdam, Netherlands","52.342071999999995","4.845875700000001","Monday: 8:00 AM - 8:00 PM
Tuesday: 8:00 AM - 8:00 PM
Wednesday: 8:00 AM - 8:00 PM
Thursday: 8:00 AM - 8:00 PM
Friday: 8:00 AM - 8:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-10-21T18:00:00Z","Amsterdam Zuid","20.0","1"
"Dignita Vondelpark","4.5","2129","brunch_restaurant","https://maps.google.com/?cid=8974951210463730018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Koninginneweg 218, 1075 EL Amsterdam, Netherlands","52.3518389","4.8572389","Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM","","Amsterdam Zuid","","1"
"Dallucci Symphonys","5.0","1","coffee_shop","https://maps.google.com/?cid=85215233473484663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Leo Smitstraat 4, 1082 MP Amsterdam, Netherlands","52.336253899999996","4.8748911","Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: Closed
Sunday: Closed","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
"GoodNews Coffee Ferdinand 51","4.1","90","coffee_shop","https://maps.google.com/?cid=14574743323925433911&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Ferdinand Bolstraat 51, 1072 LB Amsterdam, Netherlands","52.355168600000006","4.890594699999999","Monday: 8:00 AM - 6:30 PM
Tuesday: 8:00 AM - 6:30 PM
Wednesday: 8:00 AM - 6:30 PM
Thursday: 8:00 AM - 6:30 PM
Friday: 8:00 AM - 6:30 PM
Saturday: 9:00 AM - 6:30 PM
Sunday: 9:00 AM - 6:30 PM","2025-10-21T16:30:00Z","Amsterdam Zuid","18.0","1"
"FLOW BRUNCH & SPECIALTY COFFEE","4.8","288","restaurant","https://maps.google.com/?cid=16002741614896909862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Eerste Jacob van Campenstraat 47H, 1072 BD Amsterdam, Netherlands","52.35750900000001","4.889818","Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 4:00 PM
Sunday: 8:00 AM - 4:00 PM","","Amsterdam Zuid","","1"
"Coffeecompany","4.0","391","coffee_shop","https://maps.google.com/?cid=6138302323378531295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","Van Woustraat 92, 1073 LP Amsterdam, Netherlands","52.35489","4.9009279999999995","Monday: 7:30 AM - 6:00 PM
Tuesday: 7:30 AM - 6:00 PM
Wednesday: 7:30 AM - 6:00 PM
Thursday: 7:30 AM - 6:00 PM
Friday: 7:30 AM - 6:00 PM
Saturday: 8:30 AM - 6:00 PM
Sunday: 8:30 AM - 6:00 PM","2025-10-21T16:00:00Z","Amsterdam Zuid","18.0","1"
